subject,qname,own,meta,qtext,actual,confidence
R_z1C1YBPP81Imj6x,jupiter,0,0.3,Jupiter was first discovered by Galileo Galilei,0,0.9
R_z1C1YBPP81Imj6x,Boer,0,0.3,The Crimean War was fought before the Boer Wars,1,0.6
R_z1C1YBPP81Imj6x,moldova,0,0.4,Transnistria is a disputed territory in Moldova,1,0.7
R_z1C1YBPP81Imj6x,alex,1,0.8,Alexander the Great became Pharaoh of Egypt,1,0.8
R_z1C1YBPP81Imj6x,leg,1,0.8,Blackbeard had a wooden leg,0,1
R_z1C1YBPP81Imj6x,alpha,1,0.5,An alpha particle is identical to a helium nucleus,1,0.7
R_z1C1YBPP81Imj6x,china,1,0.5,China borders the same number of countries as Russia,1,0.7
R_z1C1YBPP81Imj6x,constant,0,0.5,Avogadro's constant is greater than Planck's constant,1,0.5
R_z1C1YBPP81Imj6x,joan,0,0.4,Joan of Arc fought at the Battle of Agincourt,0,0.6
R_z1C1YBPP81Imj6x,nigeria,1,0.65,Nigeria is the country with most indigenous languages,0,0.6
R_z1C1YBPP81Imj6x,zip,0,0.1,The Empire State Building has its own zip code.,1,1
R_z1C1YBPP81Imj6x,khan,0,0.5,Genghis Khan's real name was Temujin,1,0.7
R_z1C1YBPP81Imj6x,norway,1,0.65,Norway separated from Sweden in the 20th Century,1,0.8
R_z1C1YBPP81Imj6x,baikal,0,0.35,Lake Baikal is the deepest lake in the world.,1,0.5
R_z1C1YBPP81Imj6x,billy,1,0.4,Billy the Kid never actually shot anyone dead,0,0.6
R_z1C1YBPP81Imj6x,cyprus,0,0.5,Cyprus is the only country to depict its map on its flag,0,0.5
R_z1C1YBPP81Imj6x,Beijing,1,0.8,Shanghai has a greater population than Beijing,1,0.9
R_z1C1YBPP81Imj6x,Borneo,0,0.5,The island of Borneo is occupied by three countries,1,0.8
R_z1C1YBPP81Imj6x,churchil,0,0.5,Sir Winston churchil was a Labour Prime Minister,0,0.7
R_z1C1YBPP81Imj6x,einstein,0,0.1,Albert Einstein never won a Nobel Prize in Physics,0,0.8
R_z1C1YBPP81Imj6x,fluffy,1,0.5,There is no German word meaning 'fluffy',0,0.8
R_z1C1YBPP81Imj6x,hydrogen,0,0.5,"When Hydrogen nuclei fuse, total mass decreases",1,0.7
R_z1C1YBPP81Imj6x,indiana,0,0.65,"Of all the American state flags, Indiana's has the most stars.",0,0.8
R_z1C1YBPP81Imj6x,euro,1,0.65,The currency of Switzerland is the Euro,0,0.6
R_z1C1YBPP81Imj6x,Georgia,0,0.45,Abkhazia is a disputed territory in Georgia.,1,0.6
R_z1C1YBPP81Imj6x,brass,1,0.5,Brass is an alloy of Copper and Mercury,0,0.7
R_z1C1YBPP81Imj6x,faroe,0,0.4,The Faroe Islands are an Icelandic territory.,0,0.6
R_z1C1YBPP81Imj6x,french,0,0,There are more native Japanese speakers than native French speakers,1,1
R_z1C1YBPP81Imj6x,andes,0,0.35,Part of the Andes mountain range is in Brazil.,0,0.6
R_z1C1YBPP81Imj6x,aorta,1,0.65,The aorta is a vein,0,0.8
R_z1C1YBPP81Imj6x,bigben,0,0.25,The White House was built before Big Ben,1,0.6
R_z1C1YBPP81Imj6x,Greek,1,0.6,There are 24 letters in the Greek alphabet,1,0.7
R_z1C1YBPP81Imj6x,birm,1,0.5,"Birmingham, Alabama has a larger population than Birmingham, UK.",0,0.7
R_z1C1YBPP81Imj6x,kyrgyz,1,0.8,More people speak Kyrgyz than Uzbek,0,0.8
R_z1C1YBPP81Imj6x,leptons,0,0.1,Leptons are made up of quarks,0,0.5
R_z1C1YBPP81Imj6x,macbeth,1,0.6,William Wallace lived before King Macbeth,0,0.6
R_z1C1YBPP81Imj6x,iberian,0,0.5,Croatia is on the Iberian Peninsula.,0,0.7
R_z1C1YBPP81Imj6x,nero,1,0.65,Nero was the first Roman Emperor,0,0.8
R_z1C1YBPP81Imj6x,rome,1,0.75,The Magna Carta was signed in Rome,0,0.9
R_z1C1YBPP81Imj6x,sahara,1,0.65,The Sahara Desert has a greater area than USA,0,0.8
R_z1C1YBPP81Imj6x,cow,1,0.7,'Cheval' is French for 'cow',0,0.8
R_z1C1YBPP81Imj6x,Tin,0,0.4,The chemical symbol for Tin is Sn,1,0.8
R_z1C1YBPP81Imj6x,widow,0,0.25,Napoleon Bonaparte's first wife was a widow,1,0.6
R_z1C1YBPP81Imj6x,rocket,0,0.8,Stephenson's Rocket was the first steam locomotive,0,0.8
R_z1C1YBPP81Imj6x,nitrogen,0,0.1,Earth's atmosphere is mostly Nitrogen,1,0.9
R_z1C1YBPP81Imj6x,riverSA,1,0.5,The Rub' al Khali is the longest river in Saudi Arabia.,0,0.7
R_z1C1YBPP81Imj6x,vjday,0,0.5,VJ Day occurred prior to VE Day,0,0.5
R_z1C1YBPP81Imj6x,landl,1,0.4,Paraguay is a landlocked country.,1,0.5
R_z1C1YBPP81Imj6x,louis,1,0.6,Marie Antoinette was married to Louis XVI,1,0.7
R_z1C1YBPP81Imj6x,uranus,1,0.5,Uranus is bigger than Saturn,0,0.7
R_z1C1YBPP81Imj6x,death,1,0.7,Socrates was sentenced to death,1,0.7
R_z1C1YBPP81Imj6x,Rosetta,0,0.5,The Rosetta Stone contains an Ancient Greek section,1,0.7
R_z1C1YBPP81Imj6x,anagram,1,0.5,There are no single word anagrams of the word 'anagram',1,0.7
R_z1C1YBPP81Imj6x,dot,0,0.8,The dot above an 'i' or 'j' is called a 'tittle',1,1
R_z1C1YBPP81Imj6x,iron,1,0.4,The Iron Age comes after the Bronze Age,1,0.6
R_z1C1YBPP81Imj6x,custer,0,0.45,Custer was defeated at Little Bighorn,1,0.6
R_z1C1YBPP81Imj6x,newz,0,0.4,Wellington is located on New Zealand's North Island.,1,0.6
R_z1C1YBPP81Imj6x,Ocean,1,0.5,The Indian Ocean is the third largest ocean in the world,1,0.7
R_z1C1YBPP81Imj6x,Berlin,0,0.75,The Berlin Wall was constructed by East Germany,1,0.6
R_z1C1YBPP81Imj6x,africa,0,0.1,There are more countries in Africa than Asia,1,0.9
R_z1C1YBPP81Imj6x,lincoln,0,0.7,Schuyler Colfax was Abraham Lincoln's Vice President,0,0.9
R_z1C1YBPP81Imj6x,atlantic,0,0.4,Columbus crossed the Atlantic in the Mary Rose,0,0.6
R_z1C1YBPP81Imj6x,femur,1,1,The longest bone in the human body is the femur,1,1
R_z1C1YBPP81Imj6x,year,1,0.9,A lightyear is a unit of distance,1,0.9
R_z1C1YBPP81Imj6x,Memphis,0,0.5,Memphis is the state capital of Tennessee,0,0.6
R_1jozW0A0yfXIXXB,station,1,0.76,Grand Central in New York is the world's most used train station.,0,0.9
R_1jozW0A0yfXIXXB,letters,0,0.66,There are more 5 letter words than 12 letter words,0,0.7
R_1jozW0A0yfXIXXB,japan,1,0.74,Japan has the world's highest life expectancy,0,0.8
R_1jozW0A0yfXIXXB,kili,0,0.78,Mount Kilimanjaro is higher than Denali,0,0.9
R_1jozW0A0yfXIXXB,nile,1,0.8,The Nile River is more than double the length of the Volga,0,0.8
R_1jozW0A0yfXIXXB,muon,0,0.55,A muon has negative electric charge,1,0.6
R_1jozW0A0yfXIXXB,insects,1,0.8,Centipedes are considered insects,0,0.8
R_1jozW0A0yfXIXXB,jhb,1,0.75,Johannesburg is one of South Africa's three capital cities,0,0.7
R_1jozW0A0yfXIXXB,wu,0,0.54,More people speak Wu Chinese than Cantonese,1,0.8
R_1jozW0A0yfXIXXB,living,1,0.63,More living languages originate in N/S America than Europe,1,0.8
R_1jozW0A0yfXIXXB,mozam,1,0.67,Portuguese is the official language of Mozambique,1,0.7
R_1jozW0A0yfXIXXB,red,0,0.61,Red is higher frequency light than Blue,0,0.7
R_1jozW0A0yfXIXXB,russian,1,0.55,The Russian Cyrillic alphabet contains 29 letters,0,0.6
R_1jozW0A0yfXIXXB,eggs,0,0.66,A monotreme is a mammal which lays eggs,1,0.7
R_1jozW0A0yfXIXXB,ecuador,0,0.78,The point furthest from Earth's center is in Ecuador.,1,1
R_1jozW0A0yfXIXXB,jupiter,1,0.78,Jupiter was first discovered by Galileo Galilei,0,0.8
R_1jozW0A0yfXIXXB,Boer,0,0.5,The Crimean War was fought before the Boer Wars,1,0.5
R_1jozW0A0yfXIXXB,moldova,0,0.5,Transnistria is a disputed territory in Moldova,1,0.7
R_1jozW0A0yfXIXXB,alex,1,0.65,Alexander the Great became Pharaoh of Egypt,1,0.7
R_1jozW0A0yfXIXXB,leg,1,0.72,Blackbeard had a wooden leg,0,0.8
R_1jozW0A0yfXIXXB,alpha,0,0.05,An alpha particle is identical to a helium nucleus,1,0.5
R_1jozW0A0yfXIXXB,china,1,0.64,China borders the same number of countries as Russia,1,0.7
R_1jozW0A0yfXIXXB,constant,0,0.65,Avogadro's constant is greater than Planck's constant,1,0.7
R_1jozW0A0yfXIXXB,joan,0,0.53,Joan of Arc fought at the Battle of Agincourt,0,0.6
R_1jozW0A0yfXIXXB,nigeria,1,0.54,Nigeria is the country with most indigenous languages,0,0.6
R_1jozW0A0yfXIXXB,zip,0,0.76,The Empire State Building has its own zip code.,1,0.8
R_1jozW0A0yfXIXXB,khan,0,0.53,Genghis Khan's real name was Temujin,1,0.5
R_1jozW0A0yfXIXXB,norway,1,0.65,Norway separated from Sweden in the 20th Century,1,0.7
R_1jozW0A0yfXIXXB,baikal,1,0.63,Lake Baikal is the deepest lake in the world.,1,0.7
R_1jozW0A0yfXIXXB,billy,0,0.72,Billy the Kid never actually shot anyone dead,0,0.7
R_1jozW0A0yfXIXXB,cyprus,0,0.57,Cyprus is the only country to depict its map on its flag,0,0.7
R_1jozW0A0yfXIXXB,Beijing,1,0.7,Shanghai has a greater population than Beijing,1,0.8
R_1jozW0A0yfXIXXB,Borneo,1,0.67,The island of Borneo is occupied by three countries,1,0.8
R_1jozW0A0yfXIXXB,churchil,1,0.6,Sir Winston churchil was a Labour Prime Minister,0,0.7
R_1jozW0A0yfXIXXB,einstein,1,0.75,Albert Einstein never won a Nobel Prize in Physics,0,0.8
R_1jozW0A0yfXIXXB,fluffy,0,0.74,There is no German word meaning 'fluffy',0,0.8
R_1jozW0A0yfXIXXB,hydrogen,1,0.76,"When Hydrogen nuclei fuse, total mass decreases",1,0.8
R_1jozW0A0yfXIXXB,indiana,0,0.52,"Of all the American state flags, Indiana's has the most stars.",0,0.6
R_1jozW0A0yfXIXXB,euro,1,0.75,The currency of Switzerland is the Euro,0,0.7
R_1jozW0A0yfXIXXB,Georgia,1,0.67,Abkhazia is a disputed territory in Georgia.,1,0.7
R_1jozW0A0yfXIXXB,brass,1,0.75,Brass is an alloy of Copper and Mercury,0,0.8
R_1jozW0A0yfXIXXB,faroe,0,0.8,The Faroe Islands are an Icelandic territory.,0,0.8
R_1jozW0A0yfXIXXB,french,0,0.75,There are more native Japanese speakers than native French speakers,1,0.8
R_1jozW0A0yfXIXXB,andes,0,0.61,Part of the Andes mountain range is in Brazil.,0,0.8
R_1jozW0A0yfXIXXB,aorta,1,0.97,The aorta is a vein,0,0.9
R_1jozW0A0yfXIXXB,bigben,1,0.6,The White House was built before Big Ben,1,0.8
R_1jozW0A0yfXIXXB,Greek,1,0.65,There are 24 letters in the Greek alphabet,1,0.7
R_1jozW0A0yfXIXXB,birm,0,0.79,"Birmingham, Alabama has a larger population than Birmingham, UK.",0,0.8
R_1jozW0A0yfXIXXB,kyrgyz,0,0.51,More people speak Kyrgyz than Uzbek,0,0.6
R_1jozW0A0yfXIXXB,leptons,1,0.75,Leptons are made up of quarks,0,0.7
R_1jozW0A0yfXIXXB,macbeth,1,0.58,William Wallace lived before King Macbeth,0,0.7
R_1jozW0A0yfXIXXB,iberian,0,0.53,Croatia is on the Iberian Peninsula.,0,0.6
R_1jozW0A0yfXIXXB,nero,1,0.74,Nero was the first Roman Emperor,0,0.8
R_1jozW0A0yfXIXXB,rome,0,0.6,The Magna Carta was signed in Rome,0,0.7
R_1jozW0A0yfXIXXB,sahara,0,0.65,The Sahara Desert has a greater area than USA,0,0.7
R_1jozW0A0yfXIXXB,cow,1,0.72,'Cheval' is French for 'cow',0,0.8
R_1jozW0A0yfXIXXB,Tin,0,0.52,The chemical symbol for Tin is Sn,1,0.5
R_1jozW0A0yfXIXXB,widow,1,0.54,Napoleon Bonaparte's first wife was a widow,1,0.7
R_1jozW0A0yfXIXXB,rocket,0,0.57,Stephenson's Rocket was the first steam locomotive,0,0.7
R_1jozW0A0yfXIXXB,nitrogen,1,0.86,Earth's atmosphere is mostly Nitrogen,1,0.7
R_1jozW0A0yfXIXXB,riverSA,1,0.74,The Rub' al Khali is the longest river in Saudi Arabia.,0,0.7
R_1jozW0A0yfXIXXB,vjday,0,0.84,VJ Day occurred prior to VE Day,0,0.9
R_1jozW0A0yfXIXXB,landl,0,0.6,Paraguay is a landlocked country.,1,0.6
R_1jozW0A0yfXIXXB,louis,1,0.85,Marie Antoinette was married to Louis XVI,1,0.8
R_1jozW0A0yfXIXXB,uranus,0,0.9,Uranus is bigger than Saturn,0,0.9
R_1jozW0A0yfXIXXB,death,1,0.85,Socrates was sentenced to death,1,0.9
R_1jozW0A0yfXIXXB,Rosetta,1,0.75,The Rosetta Stone contains an Ancient Greek section,1,0.9
R_1jozW0A0yfXIXXB,anagram,0,0.64,There are no single word anagrams of the word 'anagram',1,0.7
R_1jozW0A0yfXIXXB,dot,0,0.67,The dot above an 'i' or 'j' is called a 'tittle',1,0.6
R_1jozW0A0yfXIXXB,iron,0,0.74,The Iron Age comes after the Bronze Age,1,0.9
R_1jozW0A0yfXIXXB,custer,1,0.65,Custer was defeated at Little Bighorn,1,0.7
R_1jozW0A0yfXIXXB,newz,1,0.65,Wellington is located on New Zealand's North Island.,1,0.8
R_1jozW0A0yfXIXXB,Ocean,1,0.71,The Indian Ocean is the third largest ocean in the world,1,0.8
R_1jozW0A0yfXIXXB,Berlin,1,0.97,The Berlin Wall was constructed by East Germany,1,0.9
R_1jozW0A0yfXIXXB,africa,1,0.76,There are more countries in Africa than Asia,1,0.8
R_1jozW0A0yfXIXXB,lincoln,0,0.65,Schuyler Colfax was Abraham Lincoln's Vice President,0,0.9
R_1jozW0A0yfXIXXB,atlantic,0,0.95,Columbus crossed the Atlantic in the Mary Rose,0,1
R_1jozW0A0yfXIXXB,femur,1,0.94,The longest bone in the human body is the femur,1,0.9
R_1jozW0A0yfXIXXB,year,1,0.86,A lightyear is a unit of distance,1,1
R_1jozW0A0yfXIXXB,Memphis,0,0.55,Memphis is the state capital of Tennessee,0,0.6
R_3MxM2oWnJ0GQIYp,station,0,0.6,Grand Central in New York is the world's most used train station.,0,0.7
R_3MxM2oWnJ0GQIYp,letters,1,0.2,There are more 5 letter words than 12 letter words,0,0.9
R_3MxM2oWnJ0GQIYp,japan,0,0.7,Japan has the world's highest life expectancy,0,0.8
R_3MxM2oWnJ0GQIYp,kili,1,0.4,Mount Kilimanjaro is higher than Denali,0,0.6
R_3MxM2oWnJ0GQIYp,nile,1,0.4,The Nile River is more than double the length of the Volga,0,0.6
R_3MxM2oWnJ0GQIYp,muon,0,0.5,A muon has negative electric charge,1,0.5
R_3MxM2oWnJ0GQIYp,insects,1,0.5,Centipedes are considered insects,0,0.6
R_3MxM2oWnJ0GQIYp,jhb,1,0.4,Johannesburg is one of South Africa's three capital cities,0,0.7
R_3MxM2oWnJ0GQIYp,wu,0,0.3,More people speak Wu Chinese than Cantonese,1,0.8
R_3MxM2oWnJ0GQIYp,living,0,0.2,More living languages originate in N/S America than Europe,1,0.9
R_3MxM2oWnJ0GQIYp,mozam,0,0.3,Portuguese is the official language of Mozambique,1,0.6
R_3MxM2oWnJ0GQIYp,red,1,0.3,Red is higher frequency light than Blue,0,0.8
R_3MxM2oWnJ0GQIYp,russian,0,0.6,The Russian Cyrillic alphabet contains 29 letters,0,0.6
R_3MxM2oWnJ0GQIYp,eggs,1,0.5,A monotreme is a mammal which lays eggs,1,0.6
R_3MxM2oWnJ0GQIYp,ecuador,0,0.5,The point furthest from Earth's center is in Ecuador.,1,0.5
R_3MxM2oWnJ0GQIYp,jupiter,1,0.5,Jupiter was first discovered by Galileo Galilei,0,0.6
R_3MxM2oWnJ0GQIYp,Boer,1,0.5,The Crimean War was fought before the Boer Wars,1,0.6
R_3MxM2oWnJ0GQIYp,moldova,0,0.5,Transnistria is a disputed territory in Moldova,1,0.5
R_3MxM2oWnJ0GQIYp,alex,0,0.5,Alexander the Great became Pharaoh of Egypt,1,0.6
R_3MxM2oWnJ0GQIYp,leg,0,0.6,Blackbeard had a wooden leg,0,0.7
R_3MxM2oWnJ0GQIYp,alpha,1,0.5,An alpha particle is identical to a helium nucleus,1,0.5
R_3MxM2oWnJ0GQIYp,china,1,0.5,China borders the same number of countries as Russia,1,0.5
R_3MxM2oWnJ0GQIYp,constant,1,0.5,Avogadro's constant is greater than Planck's constant,1,0.5
R_3MxM2oWnJ0GQIYp,joan,1,0.5,Joan of Arc fought at the Battle of Agincourt,0,0.5
R_3MxM2oWnJ0GQIYp,nigeria,1,0.5,Nigeria is the country with most indigenous languages,0,0.6
R_3MxM2oWnJ0GQIYp,zip,0,0.5,The Empire State Building has its own zip code.,1,0.5
R_3MxM2oWnJ0GQIYp,khan,0,0.5,Genghis Khan's real name was Temujin,1,0.5
R_3MxM2oWnJ0GQIYp,norway,1,0.3,Norway separated from Sweden in the 20th Century,1,0.8
R_3MxM2oWnJ0GQIYp,baikal,0,0.5,Lake Baikal is the deepest lake in the world.,1,0.5
R_3MxM2oWnJ0GQIYp,billy,0,0.4,Billy the Kid never actually shot anyone dead,0,0.7
R_3MxM2oWnJ0GQIYp,cyprus,1,0.5,Cyprus is the only country to depict its map on its flag,0,0.6
R_3MxM2oWnJ0GQIYp,Beijing,0,0.4,Shanghai has a greater population than Beijing,1,0.7
R_3MxM2oWnJ0GQIYp,Borneo,0,0.4,The island of Borneo is occupied by three countries,1,0.6
R_3MxM2oWnJ0GQIYp,churchil,1,0.4,Sir Winston churchil was a Labour Prime Minister,0,0.7
R_3MxM2oWnJ0GQIYp,einstein,0,0.4,Albert Einstein never won a Nobel Prize in Physics,0,0.7
R_3MxM2oWnJ0GQIYp,fluffy,1,0.5,There is no German word meaning 'fluffy',0,0.5
R_3MxM2oWnJ0GQIYp,hydrogen,1,0.5,"When Hydrogen nuclei fuse, total mass decreases",1,0.6
R_3MxM2oWnJ0GQIYp,indiana,1,0.5,"Of all the American state flags, Indiana's has the most stars.",0,0.5
R_3MxM2oWnJ0GQIYp,euro,1,0.2,The currency of Switzerland is the Euro,0,0.9
R_3MxM2oWnJ0GQIYp,Georgia,1,0.4,Abkhazia is a disputed territory in Georgia.,1,0.7
R_3MxM2oWnJ0GQIYp,brass,0,0.5,Brass is an alloy of Copper and Mercury,0,0.6
R_3MxM2oWnJ0GQIYp,faroe,1,0.5,The Faroe Islands are an Icelandic territory.,0,0.5
R_3MxM2oWnJ0GQIYp,french,1,0.4,There are more native Japanese speakers than native French speakers,1,0.7
R_3MxM2oWnJ0GQIYp,andes,1,0.5,Part of the Andes mountain range is in Brazil.,0,0.6
R_3MxM2oWnJ0GQIYp,aorta,0,0.43,The aorta is a vein,0,0.7
R_3MxM2oWnJ0GQIYp,bigben,1,0.3,The White House was built before Big Ben,1,0.8
R_3MxM2oWnJ0GQIYp,Greek,1,0.5,There are 24 letters in the Greek alphabet,1,0.5
R_3MxM2oWnJ0GQIYp,birm,1,0.5,"Birmingham, Alabama has a larger population than Birmingham, UK.",0,0.5
R_3MxM2oWnJ0GQIYp,kyrgyz,1,0.5,More people speak Kyrgyz than Uzbek,0,0.5
R_3MxM2oWnJ0GQIYp,leptons,0,0.5,Leptons are made up of quarks,0,0.5
R_3MxM2oWnJ0GQIYp,macbeth,0,0.3,William Wallace lived before King Macbeth,0,0.8
R_3MxM2oWnJ0GQIYp,iberian,1,0.5,Croatia is on the Iberian Peninsula.,0,0.5
R_3MxM2oWnJ0GQIYp,nero,0,0.5,Nero was the first Roman Emperor,0,0.6
R_3MxM2oWnJ0GQIYp,rome,0,0.4,The Magna Carta was signed in Rome,0,1
R_3MxM2oWnJ0GQIYp,sahara,0,0.5,The Sahara Desert has a greater area than USA,0,0.6
R_3MxM2oWnJ0GQIYp,cow,0,0.4,'Cheval' is French for 'cow',0,0.7
R_3MxM2oWnJ0GQIYp,Tin,1,0.5,The chemical symbol for Tin is Sn,1,0.6
R_3MxM2oWnJ0GQIYp,widow,0,0.5,Napoleon Bonaparte's first wife was a widow,1,0.6
R_3MxM2oWnJ0GQIYp,rocket,0,0.4,Stephenson's Rocket was the first steam locomotive,0,0.7
R_3MxM2oWnJ0GQIYp,nitrogen,1,0.1,Earth's atmosphere is mostly Nitrogen,1,1
R_3MxM2oWnJ0GQIYp,riverSA,1,0.5,The Rub' al Khali is the longest river in Saudi Arabia.,0,0.5
R_3MxM2oWnJ0GQIYp,vjday,1,0.4,VJ Day occurred prior to VE Day,0,0.7
R_3MxM2oWnJ0GQIYp,landl,0,0.5,Paraguay is a landlocked country.,1,0.5
R_3MxM2oWnJ0GQIYp,louis,1,0.4,Marie Antoinette was married to Louis XVI,1,0.7
R_3MxM2oWnJ0GQIYp,uranus,0,0.4,Uranus is bigger than Saturn,0,0.7
R_3MxM2oWnJ0GQIYp,death,1,0.1,Socrates was sentenced to death,1,1
R_3MxM2oWnJ0GQIYp,Rosetta,0,0.6,The Rosetta Stone contains an Ancient Greek section,1,0.6
R_3MxM2oWnJ0GQIYp,anagram,1,0.2,There are no single word anagrams of the word 'anagram',1,0.9
R_3MxM2oWnJ0GQIYp,dot,0,0.4,The dot above an 'i' or 'j' is called a 'tittle',1,0.7
R_3MxM2oWnJ0GQIYp,iron,0,0.3,The Iron Age comes after the Bronze Age,1,0.7
R_3MxM2oWnJ0GQIYp,custer,1,0.2,Custer was defeated at Little Bighorn,1,0.9
R_3MxM2oWnJ0GQIYp,newz,0,0.5,Wellington is located on New Zealand's North Island.,1,0.5
R_3MxM2oWnJ0GQIYp,Ocean,1,0.5,The Indian Ocean is the third largest ocean in the world,1,0.6
R_3MxM2oWnJ0GQIYp,Berlin,1,0.8,The Berlin Wall was constructed by East Germany,1,0.8
R_3MxM2oWnJ0GQIYp,africa,1,0.7,There are more countries in Africa than Asia,1,0.9
R_3MxM2oWnJ0GQIYp,lincoln,0,0.4,Schuyler Colfax was Abraham Lincoln's Vice President,0,0.6
R_3MxM2oWnJ0GQIYp,atlantic,0,0.3,Columbus crossed the Atlantic in the Mary Rose,0,0.8
R_3MxM2oWnJ0GQIYp,femur,1,0.5,The longest bone in the human body is the femur,1,0.6
R_3MxM2oWnJ0GQIYp,year,1,0.1,A lightyear is a unit of distance,1,1
R_3MxM2oWnJ0GQIYp,Memphis,0,0.4,Memphis is the state capital of Tennessee,0,0.7
R_Wca5dGb1VvwxGQV,station,1,0.8,Grand Central in New York is the world's most used train station.,0,0.6
R_Wca5dGb1VvwxGQV,letters,0,0.8,There are more 5 letter words than 12 letter words,0,0.8
R_Wca5dGb1VvwxGQV,japan,0,0.8,Japan has the world's highest life expectancy,0,0.9
R_Wca5dGb1VvwxGQV,kili,1,0.8,Mount Kilimanjaro is higher than Denali,0,0.7
R_Wca5dGb1VvwxGQV,nile,1,0.8,The Nile River is more than double the length of the Volga,0,0.7
R_Wca5dGb1VvwxGQV,muon,0,0.5,A muon has negative electric charge,1,0.5
R_Wca5dGb1VvwxGQV,insects,1,0.8,Centipedes are considered insects,0,0.6
R_Wca5dGb1VvwxGQV,jhb,0,0.5,Johannesburg is one of South Africa's three capital cities,0,0.5
R_Wca5dGb1VvwxGQV,wu,1,0.7,More people speak Wu Chinese than Cantonese,1,0.7
R_Wca5dGb1VvwxGQV,living,0,0.8,More living languages originate in N/S America than Europe,1,0.7
R_Wca5dGb1VvwxGQV,mozam,0,0.5,Portuguese is the official language of Mozambique,1,0.5
R_Wca5dGb1VvwxGQV,red,0,0.6,Red is higher frequency light than Blue,0,0.6
R_Wca5dGb1VvwxGQV,russian,1,0.6,The Russian Cyrillic alphabet contains 29 letters,0,0.5
R_Wca5dGb1VvwxGQV,eggs,0,0.5,A monotreme is a mammal which lays eggs,1,0.5
R_Wca5dGb1VvwxGQV,ecuador,1,0.8,The point furthest from Earth's center is in Ecuador.,1,0.8
R_Wca5dGb1VvwxGQV,jupiter,0,0.6,Jupiter was first discovered by Galileo Galilei,0,0.5
R_Wca5dGb1VvwxGQV,Boer,0,0.5,The Crimean War was fought before the Boer Wars,1,0.5
R_Wca5dGb1VvwxGQV,moldova,0,0.5,Transnistria is a disputed territory in Moldova,1,0.5
R_Wca5dGb1VvwxGQV,alex,0,0.05,Alexander the Great became Pharaoh of Egypt,1,1
R_Wca5dGb1VvwxGQV,leg,0,0.5,Blackbeard had a wooden leg,0,0.5
R_Wca5dGb1VvwxGQV,alpha,0,0.5,An alpha particle is identical to a helium nucleus,1,0.5
R_Wca5dGb1VvwxGQV,china,1,0.5,China borders the same number of countries as Russia,1,0.5
R_Wca5dGb1VvwxGQV,constant,1,0.5,Avogadro's constant is greater than Planck's constant,1,0.5
R_Wca5dGb1VvwxGQV,joan,0,0.5,Joan of Arc fought at the Battle of Agincourt,0,0.5
R_Wca5dGb1VvwxGQV,nigeria,0,0.5,Nigeria is the country with most indigenous languages,0,0.5
R_Wca5dGb1VvwxGQV,zip,0,0.7,The Empire State Building has its own zip code.,1,0.6
R_Wca5dGb1VvwxGQV,khan,0,0.4,Genghis Khan's real name was Temujin,1,0.5
R_Wca5dGb1VvwxGQV,norway,1,0.5,Norway separated from Sweden in the 20th Century,1,0.5
R_Wca5dGb1VvwxGQV,baikal,0,0.5,Lake Baikal is the deepest lake in the world.,1,0.5
R_Wca5dGb1VvwxGQV,billy,1,0.6,Billy the Kid never actually shot anyone dead,0,0.5
R_Wca5dGb1VvwxGQV,cyprus,0,0.5,Cyprus is the only country to depict its map on its flag,0,0.5
R_Wca5dGb1VvwxGQV,Beijing,0,0.6,Shanghai has a greater population than Beijing,1,0.5
R_Wca5dGb1VvwxGQV,Borneo,0,0.5,The island of Borneo is occupied by three countries,1,0.5
R_Wca5dGb1VvwxGQV,churchil,1,0.7,Sir Winston churchil was a Labour Prime Minister,0,0.6
R_Wca5dGb1VvwxGQV,einstein,0,0.9,Albert Einstein never won a Nobel Prize in Physics,0,0.9
R_Wca5dGb1VvwxGQV,fluffy,0,0.5,There is no German word meaning 'fluffy',0,0.5
R_Wca5dGb1VvwxGQV,hydrogen,0,0.5,"When Hydrogen nuclei fuse, total mass decreases",1,0.5
R_Wca5dGb1VvwxGQV,indiana,0,0.5,"Of all the American state flags, Indiana's has the most stars.",0,0.5
R_Wca5dGb1VvwxGQV,euro,0,0.7,The currency of Switzerland is the Euro,0,0.8
R_Wca5dGb1VvwxGQV,Georgia,0,0.5,Abkhazia is a disputed territory in Georgia.,1,0.5
